complaint_id,customer_id,complaint_type,description,complaint_date,resolved
1940,3146,service,Board will somebody dream community song citizen.,2025-06-02,unresolved
1941,1706,coverage,Real section conference than put could.,2025-05-13,resolved
1942,3673,billing,Blood later class arrive.,2025-04-26,yes
1943,3710,service,Necessary production film country.,2025-04-24,unresolved
1944,4390,network,Himself most card throw air believe.,2024-07-21,no
1945,559,internet,Number production pretty writer.,2024-11-09,resolved
1946,4781,billing,Place stop heart structure the.,2025-04-15,no
1947,4749,service,If sure large action.,2024-11-13,no
1948,746,coverage,Building find we call himself thought within marriage.,2025-01-25,no
1949,4629,network,Child yeah serve central learn bag third would.,2024-08-22,yes
1950,73,billing,Hair speech less.,2024-06-20,yes
1951,80,service,Whom though general skin price.,2024-12-21,no
1952,4467,billing,Reflect voice dinner many challenge.,2024-12-17,yes
1953,4119,coverage,Knowledge standard break other coach expert management.,2024-11-14,unresolved
1954,3444,internet,Art finish list wrong personal decide region.,2024-09-17,resolved
1955,785,coverage,Body adult spring evening offer subject.,2025-05-01,unresolved
1956,188,billing,Send second family newspaper.,2024-06-24,yes
1957,2607,service,Method media friend have war quite off board.,2025-01-04,unresolved
1958,3506,service,Stock since exactly picture although goal.,2025-02-01,no
1959,3224,coverage,Leave pass capital gas note.,2025-03-19,yes
1960,1749,coverage,Cultural network pay gun more.,2025-04-24,no
1961,4284,coverage,,2025-05-27,yes
1962,1660,network,Hard hour real low.,2024-12-14,yes
1963,4550,coverage,Mission or most present.,2025-03-23,no
1964,1008,service,Or training professional we off.,2025-01-25,resolved
1965,1329,network,Between civil our red.,2024-08-28,yes
1966,4292,internet,Loss tax research hour.,2024-07-06,unresolved
1967,1044,coverage,Voice only yard conference job product difference.,2024-07-13,yes
1968,2911,internet,Close material field perhaps way travel.,2024-07-11,unresolved
1969,250,service,,2024-10-19,no
1970,2073,network,Official less during.,2025-05-24,unresolved
1971,3613,service,Mean sure art little help fear.,2025-04-25,unresolved
1972,2124,service,,2025-03-21,no
1973,4799,coverage,Concern spend too statement should resource.,2025-06-16,unresolved
1974,599,internet,Myself require west turn raise radio.,2024-12-25,unresolved
1975,1249,billing,Democratic fight operation charge force.,2025-04-29,unresolved
1976,1808,service,Race account century exactly detail practice everyone maybe.,2024-11-20,no
1977,1236,coverage,Various no model task act country them.,2024-12-24,unresolved
1978,2346,service,Onto defense me light professor take.,2024-09-03,no
1979,4680,network,Reduce bar rest I bit future.,2024-08-27,resolved
1980,4967,network,Term create must full today situation page pretty.,2024-07-11,no
1981,4058,service,Next apply management once decision may office pick.,2025-04-06,resolved
1982,53,network,Body issue own worry seat budget win.,2024-12-27,no
1983,74,internet,,2025-03-02,unresolved
1984,4827,network,Send cut similar fund team down black.,2024-09-17,yes
1985,4368,network,Politics role gun add.,2024-12-07,no
1986,4306,network,Whose some only development card approach certainly.,2024-10-07,no
1987,3396,coverage,,2025-04-11,resolved
1988,858,billing,Eight add build.,2024-06-27,no
1989,2147,service,,2025-02-15,no
1990,1774,internet,Save age appear.,2024-11-05,resolved
1991,4973,service,,2025-05-22,resolved
1992,2103,network,Situation soldier can too major husband ground.,2024-11-03,resolved
1993,3171,coverage,Beyond seat Republican wait.,2025-01-22,unresolved
1994,1204,internet,Interesting customer maintain sure difficult experience.,2025-02-26,yes
1995,3607,network,Finish price plant two indeed beautiful local.,2025-05-12,resolved
1996,1600,coverage,Spring any heavy a dog call.,2024-09-09,resolved
1997,1857,billing,Short prove she.,2025-05-18,resolved
1998,1610,internet,Same expert interesting a alone smile everyone develop.,2024-06-30,resolved
1999,4544,network,No measure people want leader list.,2024-07-10,no
2000,3144,internet,,2024-08-02,yes
2001,3071,billing,,2024-09-15,yes
2002,254,service,Science forget grow where affect my it.,2024-07-08,yes
2003,3356,network,Leave probably marriage spend.,2025-06-16,resolved
2004,3534,billing,Line organization child million.,2025-01-21,no
2005,2619,billing,Something other camera me.,2024-12-20,no
2006,2604,network,Despite memory citizen certain matter.,2024-11-12,no
2007,418,internet,Outside first measure action defense these government.,2025-04-08,resolved
2008,1285,billing,Thank likely measure with strategy itself attorney show.,2024-09-14,yes
2009,981,network,Level civil ahead want away impact budget.,2025-01-19,yes
2010,143,billing,Between hotel expect issue form add.,2024-09-20,no
2011,1726,network,Brother well exist clearly key.,2025-06-02,resolved
2012,2817,billing,Parent their couple book nor success.,2025-03-18,resolved
2013,3009,service,Know win size good politics person list describe.,2024-11-08,yes
2014,2992,network,Begin star against eye which meeting charge.,2024-07-31,no
2015,3570,service,Control difficult maintain phone agreement.,2025-02-27,no
2016,3258,billing,Suffer year government face student thing.,2024-06-27,resolved
2017,1666,billing,Analysis impact choose serious improve view make.,2025-03-11,resolved
2018,328,network,,2024-07-12,unresolved
2019,1062,coverage,Between government level policy shake.,2025-05-10,unresolved
2020,1889,internet,Yard church world front.,2025-05-12,no
2021,4593,billing,Future effort together me.,2024-08-10,resolved
2022,4036,coverage,Majority return parent move drive treat low.,2024-11-03,no
2023,4568,network,Finish few administration reduce bar science.,2024-07-08,yes
2024,3959,billing,Of learn argue mouth imagine.,2024-12-02,no
2025,2866,coverage,Effort specific personal.,2024-11-03,no
2026,4230,network,Health rather sense want over wear air.,2025-01-08,yes
2027,205,internet,Strong understand tonight window administration fish.,2025-01-23,unresolved
2028,1034,internet,Claim campaign positive.,2025-02-02,no
2029,2566,billing,Ask and task see partner.,2024-11-26,unresolved
2030,4160,internet,Report such cold senior hospital.,2025-04-27,no
2031,4805,service,Short environment tough try imagine of remember.,2024-07-28,no
2032,4809,coverage,More dog present movement home parent.,2024-06-17,no
2033,2400,internet,Education pick short the major.,2025-01-11,yes
2034,3596,coverage,Body rest source surface main.,2024-10-06,resolved
2035,4270,service,Five east sport energy property.,2024-11-02,yes
2036,4836,internet,General dark suffer no possible bed run.,2025-02-24,unresolved
2037,4701,service,Start break environmental couple talk case billion.,2024-11-22,resolved
2038,2261,internet,Hold recent evening.,2024-06-17,unresolved
2039,455,internet,Effort far meet good.,2025-06-14,unresolved
2040,1475,coverage,Right herself couple truth.,2025-05-31,resolved
2041,2517,internet,Participant weight those large career fall.,2024-10-26,resolved
2042,249,service,Ago site plant just.,2024-11-16,yes
2043,2250,network,Study newspaper newspaper close feeling.,2024-11-17,unresolved
2044,3613,service,Over agent technology political.,2025-01-20,resolved
2045,2260,billing,Return thing interest single.,2024-12-22,yes
2046,1090,network,Common loss during effect.,2025-02-02,yes
2047,2543,coverage,Chair he exist.,2025-03-30,yes
2048,3541,network,Attention year ok off.,2024-09-23,unresolved
2049,695,coverage,Together foot Congress world many mission night.,2025-03-17,no
2050,2993,billing,News agency threat source my movement.,2025-01-13,no
2051,763,service,Significant toward help system glass anyone they.,2024-07-11,resolved
2052,2930,network,Film herself opportunity hundred.,2024-09-21,resolved
2053,3054,internet,Pick skin live seek parent.,2025-04-17,no
2054,3294,service,Close person year enough.,2025-01-01,no
2055,4434,coverage,,2025-06-16,resolved
2056,2834,billing,Lose land laugh find.,2025-03-30,unresolved
2057,1865,coverage,Significant find realize kind attorney.,2024-10-20,yes
2058,4231,service,Protect teacher trouble.,2025-05-30,yes
2059,2540,internet,Deal real bring agree natural almost.,2024-12-23,no
2060,847,internet,Series book dinner.,2025-05-09,yes
2061,1724,network,Course magazine help car.,2024-08-12,yes
2062,4028,billing,Lay seek common boy loss second evening where.,2024-11-29,no
2063,2620,billing,System person play lose.,2025-02-15,yes
2064,3900,service,Policy argue military include too.,2024-10-15,no
2065,97,service,Crime relate list dog.,2024-10-22,resolved
2066,2947,network,She discuss very service national west choose.,2024-11-02,resolved
2067,2324,internet,After least take each plant east.,2024-08-17,yes
2068,591,network,Structure pass toward class use amount laugh.,2024-11-08,no
2069,4026,internet,Simply nice bank arm.,2024-10-11,yes
2070,259,billing,Establish would final agent.,2024-09-20,unresolved
2071,546,service,Ahead nice tend degree.,2024-08-29,no
2072,4748,billing,Wife high event.,2024-06-29,unresolved
2073,136,internet,Stand audience husband great interview.,2025-05-22,no
2074,3004,billing,Other politics about player a.,2024-09-01,resolved
2075,3580,service,Determine attack song eye main wish condition.,2024-11-12,yes
2076,330,service,Every you food discussion current.,2025-03-03,yes
2077,3935,internet,Chair fish nothing modern talk program hair.,2024-11-05,unresolved
2078,33,service,Power same score attorney American operation image open.,2024-09-05,unresolved
2079,3012,internet,Wait establish a employee office economic accept.,2025-05-09,unresolved
2080,3224,billing,Report knowledge effort check.,2025-06-04,resolved
2081,2436,network,Line care send such fund put.,2024-07-18,no
2082,3100,network,,2025-03-29,yes
2083,2290,service,,2025-03-21,yes
2084,3539,service,Security soon learn owner.,2024-11-23,unresolved
2085,2195,coverage,Past individual foot specific home field.,2025-02-13,yes
2086,1117,internet,Remain four half.,2025-02-03,no
2087,1280,network,Generation easy last buy be attention.,2025-02-16,resolved
2088,1855,internet,Indeed offer walk air.,2024-07-28,unresolved
2089,1303,coverage,Know admit teach way.,2024-11-09,yes
2090,3326,service,Cause enjoy first whose carry sometimes.,2024-07-25,yes
2091,1209,billing,His college item nor arrive energy.,2024-10-09,resolved
2092,4235,service,Minute fall cut score.,2024-08-04,no
2093,3245,service,Chance growth similar left away class defense.,2025-06-02,no
2094,256,internet,Decade commercial person north.,2024-08-23,unresolved
2095,360,network,Throughout speak message firm great else defense.,2025-04-16,unresolved
2096,256,internet,Exactly begin particular view power enjoy.,2024-08-02,no
2097,1275,billing,Lose fine deep wonder.,2024-10-20,resolved
2098,3376,service,End interesting world stand.,2025-01-22,no
2099,1425,coverage,Crime public trip doctor government game war.,2025-05-06,no
2100,3095,service,And learn effect law reality rock environment create.,2024-07-22,unresolved
2101,1451,network,Per mother itself scientist.,2024-07-07,yes
2102,2289,billing,National bad offer drug if population final.,2025-06-14,unresolved
2103,4771,billing,President animal fund go hotel whole including.,2025-02-12,unresolved
2104,812,network,Scientist miss enough travel.,2025-05-07,resolved
2105,399,coverage,Reason protect too describe source.,2024-10-30,yes
2106,1299,service,Scene best itself accept base.,2025-03-04,no
2107,127,coverage,Before fine clearly you respond.,2025-01-01,unresolved
2108,125,service,While right discover employee.,2024-06-18,unresolved
2109,4462,service,Success south until various economy office soon.,2024-11-09,yes
2110,2958,billing,Religious movie notice.,2024-07-20,resolved
2111,460,billing,,2024-07-02,no
2112,1464,coverage,Either benefit reduce try suddenly music nothing.,2025-06-10,no
2113,4841,service,Field try wife real.,2024-08-25,yes
2114,1803,internet,Local reduce out least.,2024-08-31,yes
2115,762,billing,Later talk system tree nor.,2024-09-19,unresolved
2116,2745,network,Century thus participant.,2025-02-25,unresolved
2117,1809,network,Congress anyone market sport deal age level.,2024-09-20,unresolved
2118,2476,internet,Article cultural daughter once beat sign.,2025-03-04,resolved
2119,2902,internet,Up offer hit eight learn change.,2024-07-23,no
2120,343,service,,2024-09-19,resolved
2121,2098,billing,Federal society hotel rest surface surface.,2025-01-28,unresolved
2122,59,network,Scene culture chance provide once.,2024-08-04,yes
2123,4965,service,One accept you brother home authority star.,2025-05-15,unresolved
2124,4480,network,Themselves administration through similar once now probably future.,2024-09-12,yes
2125,3342,internet,,2024-07-02,unresolved
2126,884,service,Coach budget apply partner evening.,2024-06-21,yes
